name,size,unit,portions,nutrition,ingredients
Myslileivät tai patongit,,g,2-4,"{'CarbohydratePerUnit': '54.00', 'ProteinPerUnit': '8.00', 'FatPerUnit': '6.00', 'KcalPerUnit': '300.00'}","{'vettä': {'Unit': 'l', 'Amount': '1/2'}, 'kuivahiivaa': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka hiivaleipävehnäjauhoja': {'Unit': 'dl', 'Amount': 'n. 11'}, 'siirappia': {'Unit': 'dl', 'Amount': '1/2'}, 'öljyä': {'Unit': 'dl', 'Amount': '1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1 1/2'}, 'mysliä': {'Unit': 'dl', 'Amount': '4'}, 'kiehuvaa vettä': {'Unit': 'rkl', 'Amount': '1'}}"
Raikas mansikkatorttu,,g,,"{'CarbohydratePerUnit': '15.00', 'ProteinPerUnit': '2.00', 'FatPerUnit': '8.00', 'KcalPerUnit': '134.00'}","{'voita tai margariinia': {'Unit': 'g', 'Amount': '50'}, 'patukka valkoista suklaata (Royal)': {'Unit': '', 'Amount': '1'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'sokeria': {'Unit': 'dl', 'Amount': '1'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '1'}, 'kookoshiutaleita': {'Unit': 'dl', 'Amount': '1/2'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '1/2'}, 'liivatelehteä': {'Unit': '', 'Amount': '8'}, 'mansikkamehua': {'Unit': 'dl', 'Amount': '6'}, 'mansikoita': {'Unit': 'l', 'Amount': '1 1/2'}, 'kuohu- tai vispikermaa': {'Unit': 'dl', 'Amount': '1'}}"
Munkkirinkelit,50,g,20,"{'CarbohydratePerPortion': '25.70', 'CarbohydratePerUnit': '51.40', 'ProteinPerPortion': '4.00', 'ProteinPerUnit': '8.00', 'FatPerPortion': '14.60', 'FatPerUnit': '29.20', 'KcalPerPortion': '251.00', 'KcalPerUnit': '502.00'}","{'maitoa': {'Unit': 'dl', 'Amount': '2 1/2'}, 'tuorehiivaa': {'Unit': 'g', 'Amount': '25'}, 'sokeria': {'Unit': 'dl', 'Amount': '1'}, 'jauhettua kardemummaa': {'Unit': 'tl', 'Amount': '1 1/2'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '7-8'}, 'Pirkka leivontamargariinia': {'Unit': 'g', 'Amount': '100'}, 'rypsiöljyä': {'Unit': 'l', 'Amount': '1'}}"
Marenkikakku,177,g,15,"{'CarbohydratePerPortion': '46.50', 'CarbohydratePerUnit': '26.30', 'ProteinPerPortion': '6.60', 'ProteinPerUnit': '3.70', 'FatPerPortion': '14.30', 'FatPerUnit': '8.10', 'KcalPerPortion': '343.00', 'KcalPerUnit': '194.00'}","{'Pirkka voita': {'Unit': 'g', 'Amount': '100'}, 'sokeria': {'Unit': 'dl', 'Amount': '3'}, 'kananmunan keltuaista': {'Unit': '', 'Amount': '6'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '2 1/2'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '2'}, 'maitoa': {'Unit': 'dl', 'Amount': '1/2'}, 'valkuaista': {'Unit': '', 'Amount': '6'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '2'}, 'Pirkka manteli- tai pähkinärouhetta': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka vaahtoutuvaa vaniljakastiketta': {'Unit': 'tlk', 'Amount': '2'}, 'K-Menu persikanpuolikkaita sokeriliemessä': {'Unit': 'tlk', 'Amount': '1'}, 'mansikoita': {'Unit': 'l', 'Amount': '1/2'}, 'kiiviä': {'Unit': '', 'Amount': '4'}}"
Snickers-ruudut,65,g,30,"{'CarbohydratePerPortion': '36.00', 'CarbohydratePerUnit': '55.40', 'ProteinPerPortion': '3.40', 'ProteinPerUnit': '5.20', 'FatPerPortion': '15.20', 'FatPerUnit': '23.40', 'KcalPerPortion': '294.00', 'KcalPerUnit': '452.00'}","{'voita tai margariinia': {'Unit': 'g', 'Amount': '150'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'sokeria': {'Unit': 'dl', 'Amount': '3'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '4 1/2'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '2'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '2'}, 'maitoa': {'Unit': 'dl', 'Amount': '1 1/2'}, 'fariinisokeria': {'Unit': 'dl', 'Amount': '1'}, 'vaaleaa siirappia': {'Unit': 'dl', 'Amount': '1'}, 'vispikermaa': {'Unit': 'dl', 'Amount': '1'}, 'suolapähkinöitä': {'Unit': 'dl', 'Amount': '3'}, 'voimakasta kahvijuomaa': {'Unit': 'rkl', 'Amount': '4'}, 'Pirkka kaakaojauhetta': {'Unit': 'rkl', 'Amount': '2'}, 'tomusokeria': {'Unit': 'dl', 'Amount': '7'}}"
Matin mainiot ananasmuffinit,30,g,40,"{'CarbohydratePerPortion': '12.60', 'CarbohydratePerUnit': '42.00', 'ProteinPerPortion': '1.40', 'ProteinPerUnit': '4.70', 'FatPerPortion': '6.60', 'FatPerUnit': '22.00', 'KcalPerPortion': '115.00', 'KcalPerUnit': '383.00'}","{'Pirkka leivontamargariinia tai voita': {'Unit': 'g', 'Amount': '300'}, 'sokeria': {'Unit': 'dl', 'Amount': '2 1/4'}, 'kananmunaa': {'Unit': '', 'Amount': '5'}, 'Pirkka perunajauhoja': {'Unit': 'dl', 'Amount': '2 1/4'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '2 1/4'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '3'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '3'}, 'Pirkka ananasmurskaa': {'Unit': 'tlk', 'Amount': '1'}}"
Lakka-kermahyytelökakku,150,g,15,"{'CarbohydratePerPortion': '39.90', 'CarbohydratePerUnit': '26.60', 'ProteinPerPortion': '4.40', 'ProteinPerUnit': '2.90', 'FatPerPortion': '25.80', 'FatPerUnit': '17.20', 'KcalPerPortion': '414.00', 'KcalPerUnit': '276.00'}","{'kananmunaa': {'Unit': '', 'Amount': '4'}, 'sokeria': {'Unit': 'dl', 'Amount': '1/2'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '1 1/2'}, 'perunajauhoja': {'Unit': 'dl', 'Amount': '1/2'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '1'}, 'liivatelehteä': {'Unit': '', 'Amount': '6'}, 'Pirkka laktoositonta vispikermaa': {'Unit': 'dl', 'Amount': '4'}, 'Bulgarian jogurttia': {'Unit': 'prk', 'Amount': '1'}, 'vanilliinisokeria': {'Unit': 'rkl', 'Amount': '1'}, 'lakkahilloa': {'Unit': 'dl', 'Amount': '2'}, 'sitruslikööriä (esim. Cointreau)': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka omenatäysmehua': {'Unit': 'dl', 'Amount': '1'}, 'fariinisokeria': {'Unit': 'dl', 'Amount': '1 1/2'}}"
Aprikoosi-kauralastut,,g,n. 44,"{'CarbohydratePerUnit': '55.00', 'ProteinPerUnit': '5.20', 'FatPerUnit': '19.40', 'KcalPerUnit': '415.00'}","{'Pirkka pehmeitä aprikooseja (kuivattuja)': {'Unit': 'ps', 'Amount': 'n. 1/2'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '1'}, 'kaurahiutaleita': {'Unit': 'dl', 'Amount': '2'}, 'soodaa': {'Unit': 'tl', 'Amount': '1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/3'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka leivontamargariinia': {'Unit': 'g', 'Amount': '125'}, 'fariinisokeria': {'Unit': 'dl', 'Amount': '2'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'pehmeitä aprikooseja (kuivattuja)': {'Unit': 'kpl', 'Amount': '11'}}"
Toscakranssi,100,g,,"{'CarbohydratePerPortion': '49.50', 'CarbohydratePerUnit': '49.50', 'ProteinPerPortion': '8.20', 'ProteinPerUnit': '8.20', 'FatPerPortion': '16.00', 'FatPerUnit': '16.00', 'KcalPerPortion': '375.00', 'KcalPerUnit': '375.00'}","{'maitoa': {'Unit': 'dl', 'Amount': '5'}, 'hiivaa': {'Unit': 'g', 'Amount': '50'}, 'sokeria': {'Unit': 'dl', 'Amount': '1 1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1 1/2-2'}, 'kardemummaa': {'Unit': 'rkl', 'Amount': '1'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'voita tai leivontamargariinia': {'Unit': 'g', 'Amount': '150'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '1/2'}, 'paistonkestävää appelsiinimarmeladia': {'Unit': 'g', 'Amount': '400'}, 'mantelilastuja': {'Unit': 'ps', 'Amount': '2'}}"
Voileipäpyramidi,135,g,21,"{'CarbohydratePerPortion': '37.30', 'CarbohydratePerUnit': '27.60', 'ProteinPerPortion': '12.30', 'ProteinPerUnit': '9.10', 'FatPerPortion': '9.40', 'FatPerUnit': '7.00', 'KcalPerPortion': '270.00', 'KcalPerUnit': '200.00'}","{'Pirkka maalaislimppua': {'Unit': 'viipaletta', 'Amount': '42'}, 'paahtoleipää': {'Unit': 'viipaletta', 'Amount': '21'}, 'pakasteherneitä': {'Unit': 'ps', 'Amount': '1/2'}, 'Pirkka katkarapuja, joista 50 g koristeluun': {'Unit': 'ps', 'Amount': '1'}, 'crème fraîchea (ranskankerma)': {'Unit': 'prk', 'Amount': '1/2'}, 'kylmäsavukirjolohta siivuina': {'Unit': 'g', 'Amount': '200'}, 'ruohosipulituorejuustoa': {'Unit': 'prk', 'Amount': '1'}, 'ranskankermaa': {'Unit': 'prk', 'Amount': '1'}, 'Pirkka Kevyt majoneesia': {'Unit': '', 'Amount': 'n. 1/3'}, 'kylmäsavukirjolohta viipaleina': {'Unit': 'g', 'Amount': '200'}, 'katkarapuja': {'Unit': 'g', 'Amount': '50'}, 'sitruuna': {'Unit': '', 'Amount': '1'}}"
Kinkkuvoileipäkakku,150,g,15,"{'CarbohydratePerPortion': '30.30', 'CarbohydratePerUnit': '20.20', 'ProteinPerPortion': '10.50', 'ProteinPerUnit': '7.00', 'FatPerPortion': '9.40', 'FatPerUnit': '6.30', 'KcalPerPortion': '238.00', 'KcalPerUnit': '159.00'}","{'ruisvuokaleipää': {'Unit': 'pkt', 'Amount': '1'}, 'paahtoleipää': {'Unit': 'pkt', 'Amount': '1'}, 'lihalientä': {'Unit': 'dl', 'Amount': '3'}, 'keittokinkkua': {'Unit': 'g', 'Amount': '100'}, 'Pirkka kinkkupasteijaa': {'Unit': '', 'Amount': '1'}, 'ananasmurskaa': {'Unit': 'tlk', 'Amount': '1'}, 'sinihomejuustoa muruina': {'Unit': 'g', 'Amount': '150'}, 'maustamatonta tuorejuustoa': {'Unit': 'g', 'Amount': '400'}, 'Pirkka keittokinkkua viipaleina': {'Unit': 'g', 'Amount': '150'}, 'pieni tuore kurkku': {'Unit': '', 'Amount': '1'}, 'ananasviipaleita': {'Unit': 'tlk', 'Amount': '1'}}"
Tillinen lohikiusaus,380,g,2-3,"{'CarbohydratePerPortion': '27.10', 'CarbohydratePerUnit': '11.30', 'ProteinPerPortion': '19.20', 'ProteinPerUnit': '8.00', 'FatPerPortion': '17.70', 'FatPerUnit': '7.40', 'KcalPerPortion': '335.00', 'KcalPerUnit': '140.00'}","{'Pirkka peruna-sipulisekoitusta': {'Unit': 'ps', 'Amount': '1'}, 'marinoituja kirjolohisuikaleita': {'Unit': 'rs', 'Amount': '1'}, 'kasvirasvasekoitetta': {'Unit': 'prk', 'Amount': '1'}}"
Juustoinen jauhelihakastike,200,g,4,"{'CarbohydratePerPortion': '3.10', 'CarbohydratePerUnit': '1.60', 'ProteinPerPortion': '24.80', 'ProteinPerUnit': '12.40', 'FatPerPortion': '17.30', 'FatPerUnit': '8.60', 'KcalPerPortion': '270.00', 'KcalPerUnit': '135.00'}","{'Pirkka naudan jauhelihaa (10 %)': {'Unit': 'g', 'Amount': '400'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'Pirkka sipulikuutioita (pakaste)': {'Unit': 'dl', 'Amount': '1'}, 'vihreää peperonia (säilyke)': {'Unit': '', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': 'n. 1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '3'}, 'Pirkka tomaattisosetta': {'Unit': 'rkl', 'Amount': '3'}, 'Pirkka sulatejuustoa': {'Unit': 'pkt', 'Amount': '1/2'}, 'pizzamaustetta': {'Unit': 'tl', 'Amount': '1-2'}}"
Sipulinen lihapata,220,g,5,"{'CarbohydratePerPortion': '5.30', 'CarbohydratePerUnit': '2.40', 'ProteinPerPortion': '31.20', 'ProteinPerUnit': '14.20', 'FatPerPortion': '11.90', 'FatPerUnit': '5.40', 'KcalPerPortion': '251.00', 'KcalPerUnit': '114.00'}","{'naudan paistia': {'Unit': 'g', 'Amount': '600'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'vettä + herkkusienten liemi': {'Unit': 'dl', 'Amount': '2'}, 'Pirkka pekonia': {'Unit': 'pkt', 'Amount': '1'}, 'lihafondia': {'Unit': 'rkl', 'Amount': '2'}, 'roseepippuria': {'Unit': 'tl', 'Amount': '1'}, 'sipulia': {'Unit': '', 'Amount': '1-2'}, 'herkkusieniä': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka Parhaat valkosipulinkynsiä öljyssä': {'Unit': 'g', 'Amount': '50'}, 'kylmää vettä': {'Unit': 'dl', 'Amount': '1/2'}, 'perunajauhoja': {'Unit': 'tl', 'Amount': '2'}}"
Grillattua possunfileetä salaattipedillä,480,g,4,"{'CarbohydratePerPortion': '17.70', 'CarbohydratePerUnit': '3.70', 'ProteinPerPortion': '31.90', 'ProteinPerUnit': '6.60', 'FatPerPortion': '22.90', 'FatPerUnit': '4.80', 'KcalPerPortion': '424.00', 'KcalPerUnit': '88.00'}","{'porsaan sisäfilee, marinoimaton': {'Unit': '', 'Amount': '1'}, 'Pirkka grillauskastiketta': {'Unit': 'dl', 'Amount': '1'}, 'varrastikkua': {'Unit': '', 'Amount': '4'}, 'paprikaa': {'Unit': '', 'Amount': '2'}, 'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'erilaista salaattia': {'Unit': '', 'Amount': '2-3'}, 'tomaattia': {'Unit': '', 'Amount': '2-3'}, 'verkkomelonia': {'Unit': '', 'Amount': '1/2'}, 'turkkilaista jogurttia': {'Unit': 'dl', 'Amount': '2'}, 'Pirkka juoksevaa hunajaa': {'Unit': 'tl', 'Amount': '2'}, 'timjamia': {'Unit': 'tl', 'Amount': '1'}, 'basilikaa': {'Unit': 'tl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/4'}}"
Paella,300,g,6,"{'CarbohydratePerPortion': '20.40', 'CarbohydratePerUnit': '6.80', 'ProteinPerPortion': '29.40', 'ProteinPerUnit': '9.80', 'FatPerPortion': '15.60', 'FatPerUnit': '5.20', 'KcalPerPortion': '351.00', 'KcalPerUnit': '117.00'}","{'broilerin fileesuikaleita, hunajamarinoitu': {'Unit': 'rs', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'HK Amerikan pekonia': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka sipulikuutioita (pakaste)': {'Unit': 'ps', 'Amount': '1/2'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '2-3'}, 'Pirkka risotto- tai pitkäjyväistä riisiä': {'Unit': 'dl', 'Amount': '1 1/2'}, 'Pirkka tomaattisosetta': {'Unit': 'dl', 'Amount': '1/2'}, 'paprikaa tai currya': {'Unit': 'tl', 'Amount': '1'}, 'musta- tai sitruunapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'vettä': {'Unit': 'dl', 'Amount': '4'}, 'liha- tai kasvisfondia': {'Unit': 'rkl', 'Amount': '1-2'}, 'paprika': {'Unit': '', 'Amount': '1'}, 'purjo': {'Unit': '', 'Amount': '1'}, 'Pirkka herneitä (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka katkarapuja (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka simpukoita': {'Unit': 'tlk', 'Amount': '1'}, 'sitruuna': {'Unit': '', 'Amount': '1'}}"
Suklaamoussekakku,100,g,10,"{'CarbohydratePerPortion': '37.40', 'CarbohydratePerUnit': '37.40', 'ProteinPerPortion': '7.60', 'ProteinPerUnit': '7.60', 'FatPerPortion': '20.10', 'FatPerUnit': '20.10', 'KcalPerPortion': '363.00', 'KcalPerUnit': '363.00'}","{'leivontamargariinia': {'Unit': 'g', 'Amount': '50'}, 'kananmunaa': {'Unit': '', 'Amount': '3'}, 'sokeria': {'Unit': 'dl', 'Amount': '1/2'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '2 1/4'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '1'}, 'kaakaojauhetta': {'Unit': 'tl', 'Amount': '1'}, 'liivatelehteä': {'Unit': '', 'Amount': '3'}, 'taloussuklaata, josta 6 palaa koristeluun': {'Unit': 'g', 'Amount': '170'}, 'kananmunan valkuaista': {'Unit': '', 'Amount': '3'}, 'kananmunan keltuaista': {'Unit': '', 'Amount': '3'}, 'Flora Vispiä': {'Unit': 'tlk', 'Amount': '1'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}, 'vettä': {'Unit': 'rkl', 'Amount': '2'}, 'palaa taloussuklaata': {'Unit': '', 'Amount': '6'}}"
Kalavati,65,g,10,"{'CarbohydratePerPortion': '4.80', 'CarbohydratePerUnit': '7.40', 'ProteinPerPortion': '5.30', 'ProteinPerUnit': '8.20', 'FatPerPortion': '6.50', 'FatPerUnit': '10.00', 'KcalPerPortion': '103.00', 'KcalPerUnit': '159.00'}","{'Pirkka sipuli-, mauste- tai tillisilliä': {'Unit': 'tlk', 'Amount': '1/2-1'}, 'kananmunaa': {'Unit': '', 'Amount': '3'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'Pirkka graavisuolattua kirjolohifileetä': {'Unit': 'pkt', 'Amount': '1'}, 'smetanaa tai crème fraîchea (ranskankerma)': {'Unit': 'prk', 'Amount': '1-2'}}"
Lämmin savukala ja ruohosipulikastike,240,g,4,"{'CarbohydratePerPortion': '10.70', 'CarbohydratePerUnit': '4.50', 'ProteinPerPortion': '35.90', 'ProteinPerUnit': '15.00', 'FatPerPortion': '6.70', 'FatPerUnit': '2.80', 'KcalPerPortion': '251.00', 'KcalPerUnit': '105.00'}","{'annoskokoista savukalaa': {'Unit': '', 'Amount': '2'}, 'savusiikaa': {'Unit': 'g', 'Amount': '600'}, 'maitoa': {'Unit': 'dl', 'Amount': '4'}, 'vaaleaa Maizena-suurusta': {'Unit': 'rkl', 'Amount': '3'}, 'ruohosipulia hienonnettuna': {'Unit': 'dl', 'Amount': '1'}}"
Kaalikääryleet,110,g,25,"{'CarbohydratePerPortion': '9.10', 'CarbohydratePerUnit': '8.30', 'ProteinPerPortion': '5.70', 'ProteinPerUnit': '5.20', 'FatPerPortion': '5.10', 'FatPerUnit': '4.60', 'KcalPerPortion': '133.00', 'KcalPerUnit': '121.00'}","{'iso kaali': {'Unit': '', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka puuroriisiä': {'Unit': 'dl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka naudan jauhelihaa (17 %)': {'Unit': 'rs', 'Amount': '1'}, 'nauta-sikajauhelihaa': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka korppujauhoja': {'Unit': 'dl', 'Amount': '1'}, 'kaalin keitinlientä': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka kevytkermaa (10 %)': {'Unit': 'dl', 'Amount': '1'}, 'iso sipuli': {'Unit': '', 'Amount': '1'}, 'voita tai margariinia': {'Unit': 'rkl', 'Amount': '1'}, 'meiramia': {'Unit': 'tl', 'Amount': '2'}, 'siirappia': {'Unit': 'rkl', 'Amount': '2'}}"
Lämmin pekoni-perunasalaatti,210,g,3-4,"{'CarbohydratePerPortion': '16.60', 'CarbohydratePerUnit': '7.90', 'ProteinPerPortion': '8.40', 'ProteinPerUnit': '4.00', 'FatPerPortion': '24.40', 'FatPerUnit': '11.60', 'KcalPerPortion': '346.00', 'KcalPerUnit': '165.00'}","{'perunaa keitettynä': {'Unit': '', 'Amount': 'n. 8'}, 'Pirkka pekonia': {'Unit': 'pkt', 'Amount': '1'}, 'nippusipulia tai pieni purjo': {'Unit': '', 'Amount': '2-3'}, 'ruukku jääsalaattia tai pieni keräsalatti': {'Unit': '', 'Amount': '1'}, 'persiljaa hienonnettuna': {'Unit': 'dl', 'Amount': '1/2-1'}, 'valkoviinietikkaa': {'Unit': 'rkl', 'Amount': '2'}, 'oliiviöljyä': {'Unit': 'rkl', 'Amount': '3-4'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka sinappia': {'Unit': 'rkl', 'Amount': '1'}, 'sokeria': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka lammaskrakovanmakkaraa': {'Unit': 'pkt', 'Amount': '2'}}"
Vihannes-makkarapannu,340,g,4,"{'CarbohydratePerPortion': '18.00', 'CarbohydratePerUnit': '5.30', 'ProteinPerPortion': '10.90', 'ProteinPerUnit': '3.20', 'FatPerPortion': '15.60', 'FatPerUnit': '4.60', 'KcalPerPortion': '272.00', 'KcalPerUnit': '80.00'}","{'Pirkka porkkanaa': {'Unit': '', 'Amount': '3'}, 'paprika': {'Unit': '', 'Amount': '1'}, 'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'grillimakkaraa': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka kiinankaalia': {'Unit': 'g', 'Amount': 'n. 500'}, 'ruohosipulia': {'Unit': 'ruukku', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka soijakastiketta': {'Unit': 'rkl', 'Amount': '2-3'}, 'inkivääritahnaa': {'Unit': 'tl', 'Amount': '1'}, 'fariinisokeria': {'Unit': 'rkl', 'Amount': '1'}, 'sitruunan mehu': {'Unit': '', 'Amount': '1/2'}}"
Persikka-cappuccinopirtelöt,250,g,4,"{'CarbohydratePerPortion': '33.50', 'CarbohydratePerUnit': '13.40', 'ProteinPerPortion': '5.50', 'ProteinPerUnit': '2.20', 'FatPerPortion': '9.30', 'FatPerUnit': '3.70', 'KcalPerPortion': '250.00', 'KcalPerUnit': '100.00'}","{'cappuccinojauhetta': {'Unit': 'ps', 'Amount': '2'}, 'vettä': {'Unit': 'dl', 'Amount': '3'}, 'Pirkka persikanpuolikkaita mehussa': {'Unit': 'tlk', 'Amount': '1'}, 'vaniljajäätelöä': {'Unit': 'dl', 'Amount': '4'}}"
Piparjuuripihvit,150,g,4,"{'CarbohydratePerPortion': '0.32', 'CarbohydratePerUnit': '0.21', 'ProteinPerPortion': '27.15', 'ProteinPerUnit': '18.10', 'FatPerPortion': '22.44', 'FatPerUnit': '14.96', 'KcalPerPortion': '309.48', 'KcalPerUnit': '206.32'}","{'1 1/2 - 2 cm paksua viipaletta naudan ulkofileetä': {'Unit': 'kpl', 'Amount': '4'}, 'voita': {'Unit': 'g', 'Amount': '100'}, 'piparjuuriraastetta': {'Unit': 'tl', 'Amount': '2'}, 'sitruunanmehua': {'Unit': 'tl', 'Amount': '1'}}"
Etikkamarinoidut kesäkasvikset,220,g,6,"{'CarbohydratePerPortion': '32.60', 'CarbohydratePerUnit': '14.80', 'ProteinPerPortion': '2.90', 'ProteinPerUnit': '1.30', 'FatPerPortion': '0.70', 'FatPerUnit': '0.30', 'KcalPerPortion': '165.00', 'KcalPerUnit': '75.00'}","{'porkkanaa': {'Unit': '', 'Amount': '4-5'}, 'pieni kukkakaali': {'Unit': '', 'Amount': '1'}, 'kurkkua': {'Unit': '', 'Amount': '1/2'}, 'purjoa': {'Unit': 'g', 'Amount': '75'}, 'sokeriherneenpalkoja': {'Unit': 'g', 'Amount': '100'}, 'persiljaa': {'Unit': 'dl', 'Amount': '1'}, 'väkiviinaetikkaa': {'Unit': 'dl', 'Amount': '1 1/2'}, 'sokeria': {'Unit': 'dl', 'Amount': '2'}, 'vettä': {'Unit': 'dl', 'Amount': '4 1/2'}}"
Marja-juustotorttu,100,g,15,"{'CarbohydratePerPortion': '24.40', 'CarbohydratePerUnit': '24.40', 'ProteinPerPortion': '3.80', 'ProteinPerUnit': '3.80', 'FatPerPortion': '11.30', 'FatPerUnit': '11.30', 'KcalPerPortion': '214.00', 'KcalPerUnit': '214.00'}","{'Pirkka digestivekeksejä': {'Unit': 'kpl', 'Amount': '10'}, 'Pirkka hasselpähkinärouhetta': {'Unit': 'dl', 'Amount': '1/2'}, 'voita': {'Unit': 'g', 'Amount': '75'}, 'liivatelehteä': {'Unit': '', 'Amount': '5'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'sokeria': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka vaahtoutuvaa vaniljakastiketta': {'Unit': 'dl', 'Amount': '2'}, 'maustamatonta tuorejuustoa': {'Unit': 'g', 'Amount': '200'}, 'sitruunan mehu': {'Unit': '', 'Amount': '1/2'}, 'puna- tai mustaherukoita': {'Unit': 'dl', 'Amount': 'n. 3'}, 'vettä +': {'Unit': 'dl', 'Amount': '1 3/4'}, 'Pirkka mustaherukkamehutiivistettä': {'Unit': 'rkl', 'Amount': '1'}, 'hyytelösokeria': {'Unit': 'dl', 'Amount': '1'}}"
Broileria ja vihanneksia salaattipedillä,330,g,6,"{'CarbohydratePerPortion': '11.50', 'CarbohydratePerUnit': '3.50', 'ProteinPerPortion': '24.90', 'ProteinPerUnit': '7.50', 'FatPerPortion': '18.10', 'FatPerUnit': '5.50', 'KcalPerPortion': '319.00', 'KcalPerUnit': '97.00'}","{'Pirkka hunajamarinoituja broilerin fileepihvejä': {'Unit': 'rs', 'Amount': '2'}, 'jäävuorisalaattia': {'Unit': '', 'Amount': '1'}, 'isoa sipulia': {'Unit': '', 'Amount': '3'}, 'pientä porkkanaa': {'Unit': '', 'Amount': '4'}, 'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'paprikaa': {'Unit': '', 'Amount': '2'}, 'oliiviöljyä': {'Unit': 'rkl', 'Amount': '2'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}, 'basilikaa': {'Unit': 'tl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka salaattijuustokuutioita': {'Unit': 'tlk', 'Amount': '1/2'}, 'Pirkka Kevyt kermaviiliä': {'Unit': 'dl', 'Amount': '2'}}"
